,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
label_1,0.6932323296162878,0.6932323296162878,0.5857277626230224,0.5110269703982068,0.4567168027835954,0.41672018488978163,0.38730481964007746,0.3657795243268899,0.35008491827481214,0.3386491713873329,0.330298667128028,0.3241752996041214,0.31966039339264124,0.3163110196671254,0.31381058544418744,0.31193232809690447,0.3105131082516248,0.3094348792200221,0.30861166802873896,0.3079804363285199,0.30749464796265813,0.307119720098363,0.30682978723089277,0.306605384026391,0.30643177481198447,0.3062977410579925,0.3061946954289705,0.30611603028991513,0.3060566356764826,0.30601254055979454,0.30598064438213973,0.3059585150837369,0.30594423638567936,0.3059362917599114,0.3059334758653311,0.30593482664735816,0.30593957305560104,0.3059470946187291,0.3059568900597322,0.30596855283227903,0.3059817519768054,0.30599621708132957,0.30601172642149416,0.30602809757216964,0.3060451799475203,0.30606284885123686,0.3060810007136248,0.3060995492647965,0.30611842244882065,0.3061375599264494,0.3061569110470325,0.3061764331957649,0.30619609044224033,0.30621585243172744,0.30623569347264656,0.30625559178318873,0.30627552886744747,0.30629548899730186,0.3063154587809281,0.30633542680249926,0.3063553833205651,0.30637532001494683,0.30639522977385786,0.30641510651447035,0.30643494503136665,0.3064547408682944,0.30647449020945017,0.30649418978715975,0.30651383680336153,0.30653342886272905,0.30655296391563136,0.30657244020942015,0.30659185624678065,0.306611210750082,0.30663050263083147,0.30664973096347775,0.3066688949629248,0.3066879939652134,0.3067070274109134,0.3067259948308358,0.3067448958337326,0.3067637300957014,0.30678249735105395,0.30680119738444267,0.3068198300240671,0.3068383951358114,0.30685689261818266,0.30687532239793824,0.30689368442630793,0.30691197867572895,0.30693020513702257,0.306948363816953,0.30696645473611517,0.30698447792710754,0.3070024334329504,0.3070203213057173,0.3070381416053492,0.3070558943986285,0.3070735797582898,0.3070911977622498
label_2,0.6931815313230274,0.6931815313230274,0.5925085675043508,0.5228307045721962,0.4727510593979227,0.43652190138021346,0.4104923040858525,0.3919782008426967,0.37892051634862367,0.3697606383658604,0.3633513945027595,0.3588691049727016,0.355732322872333,0.3535345778989332,0.35199295683157633,0.35091070123776014,0.3501507845310408,0.3496175384166139,0.349243969782101,0.34898302344795673,0.34880155620545233,0.3486761683711719,0.3485903089417176,0.3485322565908656,0.34849370549010467,0.34846877076945054,0.34845328654491986,0.3484443088762655,0.3484397628965186,0.34843819176809465,0.34843857780543475,0.34844021489311716,0.34844261745168914,0.3484454554920154,0.34844850831702673,0.34845163156303244,0.3484547337864412,0.34845775987939,0.3484606793671566,0.3484634781908152,0.34846615297330524,0.3484687070504597,0.3484711477521494,0.34847348456508004,0.348475727914015,0.3484778883738222,0.3484799761790569,0.34848200093673365,0.34848397147583454,0.3484858957870139,0.34848778102015665,0.3484896335175169,0.34849145886728683,0.34849326196745317,0.3484950470932945,0.3484968179642992,0.34849857780794724,0.34850032941892123,0.3485020752130674,0.3485038172759081,0.3485055574058162,0.3485072971521422,0.3485090378486845,0.3485107806429339,0.3485125265215353,0.34851427633239146,0.3485160308038107,0.3485177905610644,0.3485195561406868,0.348521328002811,0.3485231065418048,0.34852489209543364,0.3485266849527527,0.3485284853609021,0.3485302935309562,0.34853210964295944,0.3485339338502596,0.3485357662832382,0.3485376070525217,0.3485394562517443,0.3485413139599274,0.3485431802435273,0.34854505515819745,0.34854693875030723,0.3485488310582468,0.34855073211355314,0.34855264194187785,0.34855456056382067,0.34855648799564687,0.34855842424990546,0.3485603693359602,0.34856232326044734,0.34856428602766937,0.34856625763993376,0.3485682380978443,0.3485702274005516,0.3485722255459688,0.34857423253095654,0.3485762483514827,0.34857827300275857
label_3,0.6931140627152694,0.6931140627152694,0.5891704248185886,0.5172186939716211,0.4654744957033803,0.42799130685242043,0.4009992939019021,0.38173619943686465,0.36808916782721657,0.3584616864791133,0.3516792638152879,0.34689802766045297,0.3435212312604747,0.3411305623642431,0.3394337918649867,0.33822674843547657,0.3373664625827794,0.3367524799696119,0.33631394376553403,0.33600067672356326,0.3357770131116307,0.3356175168437138,0.3355039952046447,0.33542340567589535,0.335366381356634,0.3353261871440671,0.3352979775282648,0.3352782667162305,0.33526454899534636,0.3352550259050852,0.3352484096654455,0.33524378125611265,0.3352404877914802,0.33523806823050767,0.3352361995657489,0.3352346578417379,0.3352332899270525,0.3352319930923679,0.3352307002580655,0.3352293693602984,0.33522797570790996,0.3352265065097182,0.33522495697482946,0.33522332755103457,0.3352216219846567,0.33521984597148663,0.33521800623138304,0.3352161098850351,0.33521416404488263,0.33521217555661903,0.33521015084549277,0.3352080958345717,0.3352060159115361,0.33520391592738696,0.33520180021537443,0.3351996726220125,0.3351975365445806,0.3351953949713411,0.3351932505219826,0.33519110548671455,0.33518896186306163,0.33518682138984973,0.33518468557816167,0.33518255573923866,0.33518043300942335,0.3351783183723176,0.33517621267836434,0.3351741166620842,0.33517203095719655,0.3351699561098509,0.3351678925901795,0.33516584080236544,0.33516380109340627,0.33516177376073203,0.3351597590588222,0.33515775720494856,0.33515576838415584,0.33515379275358054,0.3351518304461936,0.3351498815740431,0.3351479462310631,0.3351460244955068,0.3351441164320531,0.33514222209363176,0.33514034152300265,0.33513847475412434,0.33513662181333886,0.33513478272039765,0.3351329574893502,0.3351311461293135,0.3351293486451388,0.3351275650379893,0.3351257953058398,0.33512403944391067,0.3351222974450432,0.3351205693000248,0.3351188549978718,0.3351171545260731,0.33511546787080254,0.3351137950171023
label_4,0.6930189627599084,0.6930189627599084,0.588056265713991,0.5152673782740003,0.4626535653830074,0.42424770369172715,0.3963213982060904,0.37616091277291014,0.3616883979648848,0.3513254649858912,0.34390244837104295,0.3385719077121356,0.3347291211373185,0.33194604115888876,0.3299204914145364,0.328438949582836,0.32735005137503737,0.3265460115994316,0.32594968232730714,0.32550554847076607,0.32517344941833237,0.3249241833878001,0.32473641389265717,0.3245944801515399,0.3244868382279756,0.3244049448170026,0.3243424535673486,0.32429463341139003,0.3242579455256754,0.3242297342725752,0.32420800047203463,0.32419123443254366,0.32417829255443936,0.3241683058353935,0.32416061182286854,0.3241547038597405,0.3241501931255728,0.324146780173934,0.32414423353652394,0.32414237359991543,0.3241410604258486,0.32414018452789894,0.32413965986943233,0.3241394185342007,0.3241394066591811,0.3241395813220307,0.3241399081521036,0.3241403594911461,0.3241409129725596,0.32414155042017956,0.32414225699159555,0.32414302050914107,0.32414383093533367,0.3241446799598406,0.3241455606728336,0.3241464673054988,0.3241473950229397,0.3241483397581178,0.32414929807806653,0.3241502670755953,0.3241512442812133,0.324152227591167,0.32415321520837787,0.32415420559375435,0.3241551974258904,0.3241561895675699,0.324157181037825,0.3241581709885429,0.32415915868481815,0.32416014348839756,0.32416112484369475,0.3241621022659415,0.3241630753311287,0.324164043667446,0.32416500694798406,0.32416596488450156,0.3241669172220928,0.32416786373462037,0.32416880422079714,0.32416973850082154,0.32417066641348496,0.32417158781368327,0.32417250257027336,0.3241734105642258,0.3241743116870319,0.32417520583932924,0.3241760929297139,0.32417697287371544,0.3241778455929106,0.32417871101415596,0.3241795690689258,0.32418041969273764,0.3241812628246552,0.3241820984068583,0.32418292638426993,0.32418374670423256,0.3241845593162283,0.32418536417163535,0.32418616122351684,0.3241869504264381
label_5,0.6930479519156275,0.6930479519156275,0.5864900594709451,0.5126275606258078,0.4592967184959454,0.4204214234774043,0.392193593736634,0.37184152025320644,0.35724728757424734,0.34680628277809333,0.33933235057516886,0.3339679095758069,0.3301020397226075,0.32730287992674434,0.3252658691602603,0.3237759599071714,0.3226807867149631,0.32187188958050145,0.3212716545222756,0.32082423803188376,0.3204892446959641,0.32023730353780205,0.3200469560775257,0.31990245422882824,0.3197921926417626,0.31970758611095673,0.31964226114995364,0.3195914707133974,0.3195516683752519,0.31952019710470814,0.3194950608446411,0.3194747562183846,0.31945814810109635,0.31944437732660796,0.3194327920281815,0.31942289642225175,0.3194143125075676,0.31940675135560453,0.3193999915429653,0.31939386291519206,0.3193882343395826,0.3193830044490021,0.31937809463288247,0.31937344371978016,0.31936900393555917,0.31936473782522956,0.31936061590401327,0.31935661486117783,0.31935271618358957,0.3193489050985079,0.3193451697596272,0.31934150061879585,0.31933788993973883,0.31933433142059625,0.3193308199000243,0.3193273511276066,0.3193239215838775,0.319320528338716,0.3193171689394947,0.31931384132237045,0.31931054374162804,0.31930727471315384,0.31930403296900645,0.31930081742073435,0.31929762712961773,0.3192944612824082,0.31929131917145753,0.3192882001783636,0.3192851037604461,0.3192820294395117,0.3192789767924795,0.3192759454435231,0.31927293505745874,0.319269945334158,0.31926697600380943,0.3192640268228864,0.3192610975707026,0.31925818804646267,0.31925529806672764,0.3192524274632323,0.31924957608099974,0.31924674377671014,0.3192439304172847,0.31924113587865616,0.3192383600446974,0.31923560280628727,0.3192328640604947,0.31923014370986424,0.3192274416617912,0.3192247578279725,0.3192220921239254,0.31921944446856354,0.31921681478382463,0.3192142029943418,0.3192116090271543,0.3192090328114517,0.3192064742783489,0.31920393336068614,0.3192014099928528,0.31919890411063123
label_6,0.6931913812964715,0.6931913812964715,0.586232857079729,0.5121413367739638,0.45873886119817975,0.41990921745683574,0.3918008164339088,0.37160564423558934,0.3571801862075688,0.3469041030863794,0.3395828478543337,0.33435521005832886,0.3306094405928973,0.3279143497104791,0.32596675881224213,0.3245532637181146,0.32352316116845475,0.32276955169851934,0.32221622805488037,0.3218085845282554,0.3215072985488255,0.3212839200345984,0.32111777598516006,0.3209937855219994,0.32090090852321357,0.3208310378156176,0.32077820380476313,0.3207380005320007,0.3207071695851426,0.32068329716937316,0.32066459272028774,0.32064972655607427,0.3206377104621808,0.3206278096190355,0.32061947749305153,0.32061230760488635,0.320605997736908,0.3206003233317234,0.32059511769668586,0.3205902572578919,0.32058565056671756,0.32058123009904266,0.3205769461353373,0.3205727621927753,0.32056865161587345,0.3205645950324633,0.3205605784562845,0.3205565918728963,0.32055262818687164,0.3205486824390247,0.32054475122540604,0.32054083226698094,0.3205369240917535,0.32053302580071996,0.3205291368962331,0.3205252571567576,0.32052138654603646,0.3205175251477186,0.3205136731187667,0.3205098306566671,0.3205059979767327,0.32050217529674774,0.3204983628269131,0.3204945607635831,0.3204907692856867,0.32048698855301583,0.3204832187057894,0.32047945986506265,0.3204757121336734,0.3204719755975037,0.32046825032690657,0.32046453637818867,0.3204608337950794,0.32045714261014063,0.3204534628460886,0.32044979451701333,0.32044613762948837,0.32044249218357096,0.32043885817369583,0.32043523558946807,0.32043162441636325,0.3204280246363418,0.3204244362283856,0.3204208591689663,0.32041729343245,0.32041373899144937,0.32041019581712527,0.3204066638794474,0.3204031431474171,0.32039963358925844,0.32039613517258075,0.3203926478645171,0.3203891716318416,0.32038570644106834,0.32038225225853556,0.3203788090504755,0.32037537678307293,0.32037195542251484,0.32036854493503014,0.32036514528692356
label_7,0.6931640917314243,0.6931640917314243,0.5842577231412649,0.508712100180478,0.45404469627847505,0.41405201802824443,0.3848721192962558,0.36370700525251215,0.3484216514609158,0.3373968942689135,0.3294328382261442,0.32365890909519796,0.31945224153332213,0.3163703052560554,0.31409922458847533,0.3124159529356326,0.31116133414108454,0.31022118874334176,0.30951311150478106,0.30897726000466974,0.3085699096728326,0.30825892282961764,0.3080205445793728,0.30783712248516065,0.3076954730381355,0.30758570387324796,0.30750035925629865,0.3074337964099282,0.30738172775412004,0.3073408831471145,0.3073087594370087,0.30728343389688806,0.3072634246487489,0.3072475858197125,0.3072350284889402,0.30722506086767676,0.307217142879594,0.30721085156337924,0.3072058546371933,0.30720189023905403,0.30719875135514096,0.3071962738172238,0.3071943270252553,0.3071928067565263,0.3071916295767501,0.3071907284842597,0.3071900495058884,0.30718954902922757,0.3071891917061276,0.30718894880047604,0.30718879688239725,0.3071887167932719,0.3071886928230277,0.30718871205425197,0.3071887638377598,0.3071888393720296,0.30718893136493747,0.30718903376087653,0.30718914151997817,0.3071892504389615,0.3071893570053437,0.307189458278459,0.30718955179208757,0.30718963547454975,0.30718970758295916,0.3071897666489876,0.30718981143401297,0.3071898408919392,0.30718985413830574,0.3071898504245655,0.30718982911662285,0.3071897896768908,0.30718973164926283,0.30718965464650305,0.3071895583396504,0.3071894424490993,0.3071893067370837,0.30718915100133265,0.30718897506971105,0.30718877879568635,0.3071885620544903,0.3071883247398665,0.3071880667613124,0.3071877880417382,0.30718748851547917,0.3071871681266072,0.3071868268274947,0.30718646457759424,0.3071860813424006,0.30718567709256694,0.30718525180315337,0.3071848054529875,0.3071843380241199,0.30718384950136124,0.3071833398718875,0.30718280912490564,0.3071822572513675,0.3071816842437277,0.3071810900957375,0.3071804748022693
label_8,0.6931883777067757,0.6931883777067757,0.5895696965883482,0.5179181691049565,0.4665409375451583,0.4294867681405179,0.4029519956615665,0.3841400574242821,0.37091387771157497,0.36166393337481956,0.3552112885428307,0.3507129856987107,0.3475760269000911,0.3453870340537522,0.3438589421360672,0.3427924765209444,0.34204907361803305,0.3415321232188565,0.34117405896967573,0.34092748574711773,0.3407590711351818,0.34064532538362824,0.3405696734144517,0.34052041389772225,0.34048929016573576,0.3404704852874802,0.3404599127216534,0.3404547139762006,0.3404529019167771,0.3404531069810245,0.34045439636399516,0.3404561451068165,0.34045794419498404,0.3404595350960956,0.3404607632098471,0.3404615448549461,0.3404618439455772,0.34046165559897945,0.3404609946941338,0.34045988795945326,0.3404583685680282,0.3404564725071511,0.3404542361963309,0.3404516949774698,0.3404488822085562,0.3404458287697552,0.3404425628465555,0.3404391098946846,0.34043549272021184,0.3404317316287633,0.3404278446123782,0.3404238475528709,0.34041975442784816,0.3404155775106136,0.34041132755871084,0.3404070139882566,0.34040264503282425,0.3403982278866927,0.3403937688329403,0.3403892733572602,0.3403847462485863,0.3403801916877124,0.3403756133250972,0.34037101434900985,0.34036639754510134,0.34036176534840484,0.3403571198886736,0.34035246302987776,0.3403477964045883,0.3403431214438988,0.3403384394034535,0.34033375138608607,0.3403290583615077,0.3403243611834289,0.3403196606044516,0.3403149572890222,0.3403102518246999,0.34030554473196273,0.3403008364727409,0.34029612745784665,0.3402914180534431,0.3402867085866793,0.3402819993506003,0.3402772906084254,0.34027258259727955,0.34026787553144633,0.34026316960520653,0.3402584649953149,0.3402537618631629,0.34024906035666647,0.3402443606119159,0.34023966275461726,0.34023496690135296,0.34023027316068305,0.34022558163410976,0.3402208924169212,0.3402162055989294,0.3402115212651179,0.34020683949620734,0.34020216036915335
label_9,0.6930450697480417,0.6930450697480417,0.5856028242878011,0.511147438291579,0.4574267072451325,0.41830391898605374,0.3899260018631674,0.36948821257878905,0.3548494729461472,0.3443896633595372,0.33691259340557717,0.3315543198070676,0.3276999321822834,0.3249150795619397,0.32289365332924724,0.32141965042612364,0.3203401235683402,0.3195462682400072,0.31896027745504774,0.31852621169171663,0.3182036415048439,0.3179632011462432,0.3177834617390509,0.3176487193488213,0.31754742081084314,0.3174710368150778,0.31741325062567827,0.31736937094189255,0.3173359048926984,0.31731024609401637,0.3172904458281832,0.3172750445712756,0.31726294753471446,0.3172533324429384,0.3172455810108198,0.3172392279052185,0.3172339226455378,0.31722940110672243,0.3172254641666792,0.31722196168149297,0.31721878044195156,0.3172158351107257,0.317213061394808,0.3172104108967563,0.3172078472285396,0.3172053430761346,0.317202877980842,0.3172004366614375,0.31719800774480056,0.3171955828052992,0.3171931556377201,0.3171907217069599,0.3171882777315707,0.31718582136871,0.3171833509759374,0.31718086543126084,0.317178363997339,0.3171758462191564,0.3171733118470686,0.3171707607790679,0.3171681930176047,0.31716560863742144,0.3171630077617112,0.31716039054455925,0.31715775715811956,0.31715510778334843,0.3171524426034077,0.3171497617990581,0.3171470655455349,0.317144354010517,0.31714162735289836,0.31713888572214294,0.3171361292580561,0.317133358090851,0.3171305723414166,0.3171277721217187,0.3171249575352851,0.3171221286777373,0.3171192856373419,0.3171164284955638,0.31711355732760776,0.31711067220293965,0.3171077731857814,0.31710486033557667,0.3171019337074263,0.3170989933524913,0.31709603931836583,0.3170930716494197,0.31709009038711233,0.31708709557028003,0.31708408723539777,0.31708106541681685,0.3170780301469824,0.3170749814566287,0.3170719193749581,0.3170688439298015,0.31706575514776436,0.3170626530543585,0.3170595376741207,0.31705640903072047
label_10,0.693016851321262,0.693016851321262,0.5882302823435682,0.5157618201727442,0.4637792551386855,0.42626101229767793,0.3993618114317856,0.3802580003668192,0.36679415763480505,0.3573480906992469,0.35073190391452874,0.3460960937977016,0.3428427082007665,0.3405545014515824,0.3389413182327292,0.33780137629579565,0.3369940584060044,0.33642106432366026,0.33601343410202883,0.33572262319413954,0.3355143519348603,0.3353643510678756,0.3352554051916901,0.33517528800549834,0.33511531329630495,0.3350693133506556,0.3350329156939069,0.3350030291570707,0.3349774775522591,0.3349547379058174,0.3349337530514373,0.33491379729052984,0.33489438003446964,0.3348751766954227,0.3348559791603854,0.3348366603564786,0.3348171489621512,0.3347974114238865,0.3347774392301277,0.3347572399636812,0.3347368310643634,0.33471623553012075,0.3346954789992768,0.3346745878118134,0.3346535877600608,0.3346325033206707,0.33461135721877006,0.3345901702179174,0.3345689610603622,0.3345477465043804,0.3345265414214946,0.3345053589278775,0.3344842105324497,0.3344631062900149,0.33444205495188817,0.3344210641093501,0.3344001403272496,0.3343792892664326,0.33435851579457615,0.3343378240855965,0.33431721770816025,0.33429669970403786,0.33427627265714327,0.3342559387541377,0.3342356998374647,0.3342155574516432,0.33419551288359234,0.3341755671976943,0.334155721266238,0.3341359757958197,0.3341163313502125,0.33409678837016005,0.3340773471904938,0.33405800805492725,0.3340387711288321,0.33401963651026895,0.33400060423950256,0.33398167430720954,0.3339628466615525,0.3339441212142761,0.3339254978459569,0.333906976410524,0.33388855673914897,0.3338702386435918,0.3338520219190783,0.33383390634677296,0.333815891695903,0.33379797772558206,0.33378016418637574,0.3337624508216431,0.3337448373686877,0.3337273235597427,0.3337099091228149,0.3336925937824054,0.3336753772601268,0.33365825927522963,0.3336412395450516,0.3336243177854004,0.33360749371087967,0.33359076703516627
